No.,Longitude,Latitude,TIME,Serving PCI,Serving RSRP,Serving DL EARFCN,PCC SINR,PDCP Throughput DL,PDCP Throughput UL,0st PCI in Detected Cells,1st PCI in Detected Cells,2st PCI in Detected Cells,3st PCI in Detected Cells,4st PCI in Detected Cells,5st PCI in Detected Cells,0st RSRP in Detected Cells,1st RSRP in Detected Cells,2st RSRP in Detected Cells,3st RSRP in Detected Cells,4st RSRP in Detected Cells,5st RSRP in Detected Cells,0st EARFCN in Detected Cells,1st EARFCN in Detected Cells,2st EARFCN in Detected Cells,3st EARFCN in Detected Cells,4st EARFCN in Detected Cells,5st EARFCN in Detected Cells
9612,116.447464,39.805401,2017-07-21 10:55:38.430,58,-77.125,38400,2.5,0,0,59,,,,,,-82.187,,,,,,38400,,,,,
9613,116.447578,39.80542,2017-07-21 10:55:38.826,58,-71.75,38400,8.2,0.002,0.007,59,,,,,,-79.812,,,,,,38400,,,,,
9614,116.447578,39.80542,2017-07-21 10:55:39.229,58,-71.625,38400,22.4,0.002,0.007,59,,,,,,-80.75,,,,,,38400,,,,,
9615,116.447578,39.80542,2017-07-21 10:55:39.589,58,-76.187,38400,18.3,0.002,0,79,166,275,6,,,-100.312,-103.062,-103.437,-104.812,,,1825,1825,1825,1825,,
9616,116.447708,39.8054429,2017-07-21 10:55:39.964,58,-82.437,38400,13.3,0.318,0,59,,,,,,-84,,,,,,38400,,,,,
9617,116.447708,39.8054429,2017-07-21 10:55:40.372,58,-79.437,38400,16,0.318,0,59,,,,,,-88.437,,,,,,38400,,,,,
9618,116.447838,39.805473,2017-07-21 10:55:40.628,58,-78.625,38400,17.8,0.318,0.351,59,,,,,,-86.687,,,,,,38400,,,,,
9619,116.447838,39.805473,2017-07-21 10:55:40.745,58,-81.437,38400,15.5,0.318,0.351,59,,,,,,-87.75,,,,,,38400,,,,,
9620,116.447838,39.805473,2017-07-21 10:55:41.106,58,-84.187,38400,5.6,6.426,0.351,59,,,,,,-89.562,,,,,,38400,,,,,
9621,116.447838,39.805473,2017-07-21 10:55:41.457,58,-84.062,38400,17,6.426,0.351,59,,,,,,-88.937,,,,,,38400,,,,,
9622,116.447952,39.805496,2017-07-21 10:55:41.651,58,-85.187,38400,11.7,6.426,0.126,59,,,,,,-88.312,,,,,,38400,,,,,
9623,116.447952,39.805496,2017-07-21 10:55:41.818,58,-84.562,38400,14.8,6.426,0.126,58,59,,,,,-86.812,-97.5,,,,,38098,38098,,,,
9624,116.447952,39.805496,2017-07-21 10:55:42.190,58,-85.437,38400,17,6.426,0.126,59,,,,,,-91.75,,,,,,38400,,,,,
9625,116.448082,39.8055189,2017-07-21 10:55:42.618,58,-82.75,38400,18.7,6.426,0.126,59,,,,,,-91.25,,,,,,38400,,,,,
9626,116.448082,39.8055189,2017-07-21 10:55:42.705,58,-84.812,38400,15.899,6.426,0.126,59,,,,,,-89.25,,,,,,38400,,,,,
9627,116.448082,39.8055189,2017-07-21 10:55:43.010,58,-86.375,38400,12.399,6.426,0.126,59,,,,,,-95.562,,,,,,38400,,,,,
9628,116.448082,39.8055189,2017-07-21 10:55:43.417,58,-85.562,38400,11.5,6.426,0,59,,,,,,-88.937,,,,,,38400,,,,,
9629,116.448212,39.805534,2017-07-21 10:55:43.779,58,-86.437,38400,4.1,6.426,0,59,,,,,,-90.625,,,,,,38400,,,,,
9630,116.448212,39.805534,2017-07-21 10:55:44.134,58,-86.625,38400,13.899,0.256,0,269,267,223,,,,-106,-119.562,-120,,,,38950,38950,38950,,,
9631,116.448212,39.805534,2017-07-21 10:55:44.545,58,-88.062,38400,14.7,0.256,0.012,59,,,,,,-98.5,,,,,,38400,,,,,
9632,116.448341,39.805538,2017-07-21 10:55:44.958,58,-87.437,38400,12.7,0.256,0.012,59,,,,,,-92.875,,,,,,38400,,,,,
9633,116.448341,39.805538,2017-07-21 10:55:45.365,58,-88.25,38400,11.3,0.256,0.012,134,,,,,,-72.687,,,,,,1650,,,,,
9634,116.448486,39.8055499,2017-07-21 10:55:45.782,58,-87.125,38400,13.8,0.256,0.001,59,,,,,,-93.25,,,,,,38400,,,,,
9635,116.448486,39.8055499,2017-07-21 10:55:46.181,58,-87.687,38400,7,0.256,0.001,59,,,,,,-92.75,,,,,,38400,,,,,
9636,116.448486,39.8055499,2017-07-21 10:55:46.553,58,-85.812,38400,5.6,0.256,0.001,59,62,,,,,-93.375,-105.5,,,,,38400,38400,,,,
9637,116.448616,39.805565,2017-07-21 10:55:46.966,58,-83,38400,9.9,0.256,0.001,59,,,,,,-92,,,,,,38400,,,,,
9638,116.448616,39.805565,2017-07-21 10:55:47.347,58,-83.187,38400,18.2,0.256,0.001,59,62,,,,,-91.437,-107.437,,,,,38400,38400,,,,
9639,116.448746,39.805584,2017-07-21 10:55:47.757,58,-85.812,38400,15.6,0.256,0.001,59,,,,,,-93.625,,,,,,38400,,,,,
9640,116.448746,39.805584,2017-07-21 10:55:48.137,58,-90.375,38400,10.9,0.256,0,59,62,,,,,-96.312,-109.937,,,,,38400,38400,,,,
9641,116.448746,39.805584,2017-07-21 10:55:48.518,58,-89.125,38400,8.1,0.256,0,59,62,,,,,-97.812,-98.625,,,,,38400,38400,,,,
9642,116.448875,39.805599,2017-07-21 10:55:48.932,58,-89.812,38400,12.5,0.003,0,59,62,,,,,-96.937,-97.875,,,,,38400,38400,,,,
9643,116.448875,39.805599,2017-07-21 10:55:49.298,58,-88.25,38400,13,0.003,0.015,62,59,242,,,,-97.875,-98.062,-113.25,,,,38400,38400,38400,,,
9644,116.449005,39.805611,2017-07-21 10:55:49.674,58,-91.625,38400,11.4,0.003,0.015,59,,,,,,-98.937,,,,,,38400,,,,,
9645,116.449005,39.805611,2017-07-21 10:55:49.772,58,-91.562,38400,12.899,0.003,0.015,79,143,275,112,,,-99.687,-99.75,-104.625,-106.125,,,1825,1825,1825,1825,,
9646,116.449005,39.805611,2017-07-21 10:55:50.077,58,-91.562,38400,12.899,0.512,0.015,59,,,,,,-103.125,,,,,,38400,,,,,
9647,116.449005,39.805611,2017-07-21 10:55:50.467,58,-91.875,38400,7.4,0.512,0.015,62,59,,,,,-99.625,-101.187,,,,,38400,38400,,,,
9648,116.449135,39.805618,2017-07-21 10:55:50.870,58,-91.125,38400,10.7,0.512,0.04,59,62,,,,,-100.125,-104.375,,,,,38400,38400,,,,
9649,116.449135,39.805618,2017-07-21 10:55:50.875,58,-91.125,38400,10.7,0.512,0.04,59,25,,,,,-100.062,-104.5,,,,,38400,38400,,,,
9650,116.449135,39.805618,2017-07-21 10:55:51.266,58,-92.062,38400,7,0.512,0.04,59,25,,,,,-95,-99.875,,,,,38400,38400,,,,
9651,116.449249,39.805637,2017-07-21 10:55:51.711,58,-91.187,38400,9.6,0.512,0.04,59,25,,,,,-93.687,-112.062,,,,,38400,38400,,,,
9652,116.449249,39.805637,2017-07-21 10:55:51.913,58,-90.437,38400,8.8,0.512,0.04,59,60,,,,,-94.812,-112.25,,,,,38400,38400,,,,
9653,116.449249,39.805637,2017-07-21 10:55:52.114,58,-92.062,38400,10.2,0.512,0.04,59,60,,,,,-95.75,-103.437,,,,,38400,38400,,,,
9654,116.449249,39.805637,2017-07-21 10:55:52.503,58,-93,38400,9.6,0.512,0,59,62,,,,,-95.75,-99.375,,,,,38400,38400,,,,
9655,116.449364,39.805653,2017-07-21 10:55:52.867,58,-91.187,38400,10.6,0.512,0,59,62,,,,,-99.75,-104.687,,,,,38400,38400,,,,
9656,116.449364,39.805653,2017-07-21 10:55:53.237,58,-90.875,38400,9.7,0.034,0,355,134,132,,,,-72.75,-82.375,-97.875,,,,1650,1650,1650,,,
9657,116.449463,39.805664,2017-07-21 10:55:53.741,58,-93.875,38400,7.1,0.034,0,62,59,61,60,,,-99.125,-101.625,-114.187,-114.187,,,38400,38400,38400,38400,,
9658,116.449463,39.805664,2017-07-21 10:55:54.103,58,-93.562,38400,8.4,0.034,0.003,59,62,60,,,,-96.937,-103.375,-105,,,,38400,38400,38400,,,
9659,116.449463,39.805664,2017-07-21 10:55:54.456,58,-95.062,38400,7.9,0.178,0.003,59,62,60,,,,-95.25,-99.375,-114.875,,,,38400,38400,38400,,,
9660,116.449547,39.805672,2017-07-21 10:55:54.886,58,-92.687,38400,6.7,0.178,0.003,59,62,60,,,,-92.812,-100.75,-112.25,,,,38400,38400,38400,,,
9661,116.449547,39.805672,2017-07-21 10:55:55.189,58,-95.125,38400,4.2,0.178,0.076,59,62,,,,,-98.5,-102.5,,,,,38400,38400,,,,
9662,116.449547,39.805672,2017-07-21 10:55:55.398,58,-95.312,38400,3.5,0.178,0.076,59,62,,,,,-97.5,-101.625,,,,,38400,38400,,,,
9663,116.449593,39.805683,2017-07-21 10:55:55.819,58,-95.812,38400,6.7,0.178,0.076,59,62,,,,,-100.875,-102.437,,,,,38400,38400,,,,
9664,116.449593,39.805683,2017-07-21 10:55:56.166,58,-94.187,38400,9.5,0.178,0.001,,,,,,,,,,,,,,,,,,
9665,116.449593,39.805683,2017-07-21 10:55:56.221,58,-94.187,38400,9.5,0.178,0.001,59,62,,,,,-94.125,-106.25,,,,,38400,38400,,,,
9666,116.449623,39.805687,2017-07-21 10:55:56.634,58,-93.125,38400,10.1,0.178,0.001,59,62,60,,,,-96.812,-100.875,-103.187,,,,38400,38400,38400,,,
9667,116.449623,39.805687,2017-07-21 10:55:57.050,58,-92.312,38400,7.8,0.178,0.001,59,62,,,,,-97.562,-104.062,,,,,38400,38400,,,,
9668,116.449623,39.805687,2017-07-21 10:55:57.453,58,-93.562,38400,7.7,0.234,0.009,59,61,,,,,-98,-116.687,,,,,38400,38400,,,,
9669,116.449661,39.805691,2017-07-21 10:55:57.857,58,-93.062,38400,9.8,0.234,0.009,59,62,,,,,-96.625,-104.5,,,,,38400,38400,,,,
9670,116.449661,39.805691,2017-07-21 10:55:58.277,58,-93.437,38400,3.3,0.234,0.009,59,60,,,,,-94.625,-106.875,,,,,38400,38400,,,,
9671,116.449661,39.805691,2017-07-21 10:55:58.675,58,-93.812,38400,4.5,0.234,0.003,59,60,,,,,-94.75,-101.375,,,,,38400,38400,,,,
9672,116.449661,39.805691,2017-07-21 10:55:59.047,58,-93.187,38400,4.7,0.181,0.003,59,60,,,,,-95.187,-104.25,,,,,38400,38400,,,,
9673,116.449661,39.805691,2017-07-21 10:55:59.425,58,-93.437,38400,5,0.181,0.003,170,129,,,,,-111.437,-117.062,,,,,38950,38950,,,,
9674,116.449661,39.805691,2017-07-21 10:55:59.439,58,-93.437,38400,4.2,0.181,0.003,59,60,,,,,-95.375,-102.75,,,,,38400,38400,,,,
9675,116.449677,39.805691,2017-07-21 10:55:59.917,58,-93.437,38400,4.7,0.181,0.064,59,58,,,,,-100.75,-109.625,,,,,38098,38098,,,,
9676,116.449677,39.805691,2017-07-21 10:56:00.306,58,-93.25,38400,5.2,0.181,0.064,59,60,,,,,-95.5,-101.75,,,,,38400,38400,,,,
9677,116.449677,39.805691,2017-07-21 10:56:00.487,58,-93.375,38400,9.2,0.181,0.064,59,62,,,,,-94.875,-101.5,,,,,38400,38400,,,,
9678,116.449677,39.805691,2017-07-21 10:56:00.686,58,-92.875,38400,7.7,0.181,0.064,59,62,,,,,-94.187,-101.187,,,,,38400,38400,,,,
9679,116.449677,39.805691,2017-07-21 10:56:01.046,58,-93.062,38400,8.9,0.181,0.064,59,60,62,,,,-93.687,-101.625,-102.062,,,,38400,38400,38400,,,
9680,116.449677,39.805691,2017-07-21 10:56:01.555,58,-93.375,38400,9,0.156,0.001,59,60,,,,,-93.25,-102.375,,,,,38400,38400,,,,
9681,116.449677,39.805691,2017-07-21 10:56:01.906,58,-93.562,38400,7.7,0.156,0.001,59,60,,,,,-91.937,-100.562,,,,,38400,38400,,,,
9682,116.449677,39.805691,2017-07-21 10:56:02.294,58,-93.625,38400,7,0.156,0.007,59,60,,,,,-92.437,-101.937,,,,,38400,38400,,,,
9683,116.449677,39.805691,2017-07-21 10:56:02.646,58,-93.937,38400,8.8,0.156,0.007,59,60,,,,,-92.312,-101.375,,,,,38400,38400,,,,
9684,116.449677,39.805691,2017-07-21 10:56:03.002,58,-93.625,38400,7.1,0.002,0.007,59,60,,,,,-92.812,-101.562,,,,,38400,38400,,,,
9685,116.449677,39.805691,2017-07-21 10:56:03.359,58,-93.812,38400,9,0.002,0.021,59,60,,,,,-93.937,-101.437,,,,,38400,38400,,,,
9686,116.449677,39.805691,2017-07-21 10:56:03.751,58,-94.125,38400,7.8,0.002,0.021,59,60,,,,,-94.187,-103,,,,,38400,38400,,,,
9687,116.449677,39.805691,2017-07-21 10:56:04.059,58,-93.562,38400,6,5.114,0.021,355,134,354,209,,,-82.75,-87.187,-87.437,-95.312,,,1650,1650,1650,1650,,
9688,116.449677,39.805691,2017-07-21 10:56:04.143,58,-93.625,38400,5.3,5.114,0.39,59,60,,,,,-95.187,-101.5,,,,,38400,38400,,,,
9689,116.449677,39.805691,2017-07-21 10:56:04.582,58,-93.062,38400,7.3,5.114,0.39,59,60,,,,,-95.812,-101.125,,,,,38400,38400,,,,
9690,116.449677,39.805698,2017-07-21 10:56:04.942,58,-93.062,38400,4.2,5.114,0.39,59,60,,,,,-97.375,-100.812,,,,,38400,38400,,,,
9691,116.449677,39.805698,2017-07-21 10:56:05.047,58,-93.437,38400,3.3,5.114,0.053,59,60,,,,,-97.812,-100.937,,,,,38400,38400,,,,
9692,116.449677,39.805698,2017-07-21 10:56:05.330,58,-93.312,38400,4.2,5.114,0.053,59,60,,,,,-99.75,-100.625,,,,,38400,38400,,,,
9693,116.449677,39.805698,2017-07-21 10:56:05.791,58,-94.187,38400,6.8,5.114,0.053,62,60,59,61,,,-99.687,-100.312,-100.562,-102.562,,,38400,38400,38400,38400,,
9694,116.449677,39.805698,2017-07-21 10:56:05.871,58,-94,38400,3.9,5.114,0.053,62,60,61,,,,-99.375,-100.562,-103.625,,,,38400,38400,38400,,,
9695,116.449677,39.805698,2017-07-21 10:56:06.186,58,-94.562,38400,7.9,5.114,0.001,62,59,60,,,,-100.625,-100.687,-101.312,,,,38400,38400,38400,,,
9696,116.449677,39.805698,2017-07-21 10:56:06.666,58,-94.062,38400,8.2,5.114,0.001,62,60,59,61,,,-100.062,-100.687,-100.875,-103.437,,,38400,38400,38400,38400,,
9697,116.449677,39.805698,2017-07-21 10:56:07.017,58,-93.937,38400,7.2,0.935,0.001,60,62,61,,,,-100.75,-101.125,-103.687,,,,38400,38400,38400,,,
9698,116.449677,39.805698,2017-07-21 10:56:07.369,58,-94.5,38400,6.7,0.935,0.012,170,129,,,,,-112.437,-117.875,,,,,38950,38950,,,,
9699,116.449677,39.805698,2017-07-21 10:56:07.881,58,-95.437,38400,6.1,0.935,0.012,62,60,59,,,,-99.312,-100,-104.937,,,,38400,38400,38400,,,
9700,116.449677,39.805698,2017-07-21 10:56:08.306,58,-94.75,38400,6.4,0.935,0.012,62,60,59,61,,,-99.625,-100.5,-102.312,-103.687,,,38400,38400,38400,38400,,
9701,116.449677,39.805698,2017-07-21 10:56:08.714,58,-94.687,38400,6.3,0.935,0,62,59,61,,,,-98.562,-102.812,-113.687,,,,38400,38400,38400,,,
9702,116.449677,39.805698,2017-07-21 10:56:09.127,58,-95.062,38400,6.1,0.935,0,62,60,61,,,,-100.375,-100.937,-103.375,,,,38400,38400,38400,,,
9703,116.449677,39.805698,2017-07-21 10:56:09.508,58,-95,38400,5.2,0.935,0,62,60,61,,,,-100.5,-100.937,-105.125,,,,38400,38400,38400,,,
9704,116.449661,39.805698,2017-07-21 10:56:09.882,58,-95.25,38400,5.2,0.935,0,62,60,,,,,-100.5,-101,,,,,38400,38400,,,,
9705,116.449661,39.805698,2017-07-21 10:56:10.350,58,-95.437,38400,5.5,0.935,0,62,60,61,,,,-100.5,-101.625,-103.062,,,,38400,38400,38400,,,
9706,116.449661,39.805698,2017-07-21 10:56:10.746,58,-95.375,38400,5.2,0.935,0,62,61,,,,,-100.25,-104.375,,,,,38400,38400,,,,
9707,116.449661,39.805698,2017-07-21 10:56:11.177,58,-95.187,38400,3.5,0.935,0,62,60,61,,,,-100.062,-101.812,-106.312,,,,38400,38400,38400,,,
9708,116.449661,39.805698,2017-07-21 10:56:11.577,58,-95.5,38400,6.6,0.935,0,62,60,310,61,,,-100.312,-102.375,-104.875,-105.562,,,38400,38400,38400,38400,,
9709,116.449661,39.805698,2017-07-21 10:56:11.942,58,-95.187,38400,6,0.935,0,355,134,354,209,,,-80.312,-86.687,-88.812,-93.25,,,1650,1650,1650,1650,,
9710,116.449661,39.805698,2017-07-21 10:56:12.345,58,-95.25,38400,5.7,0.935,0.005,62,61,60,310,,,-100,-101.937,-102.062,-104.312,,,38400,38400,38400,38400,,
9711,116.449661,39.805698,2017-07-21 10:56:12.718,58,-95.562,38400,5.6,0.079,0.005,62,60,61,,,,-99.687,-101.687,-104.062,,,,38400,38400,38400,,,
9712,116.449661,39.805698,2017-07-21 10:56:12.886,58,-95.687,38400,5.2,0.079,0.005,62,60,,,,,-99.562,-101.687,,,,,38400,38400,,,,
9713,116.449661,39.805698,2017-07-21 10:56:13.209,58,-95.75,38400,6.2,0.079,0.005,62,60,,,,,-99.062,-101.437,,,,,38400,38400,,,,
9714,116.449661,39.805698,2017-07-21 10:56:13.592,58,-95.25,38400,8.1,0.111,0.043,62,60,310,,,,-99.062,-102.062,-106.937,,,,38400,38400,38400,,,
9715,116.449661,39.805698,2017-07-21 10:56:13.982,58,-95.312,38400,8.2,0.111,0.043,62,60,310,,,,-101.125,-102.75,-116.125,,,,38400,38400,38400,,,
9716,116.449661,39.805698,2017-07-21 10:56:13.996,58,-95.187,38400,6.3,0.111,0.043,62,60,310,,,,-102,-102.187,-107,,,,38400,38400,38400,,,
9717,116.449661,39.805698,2017-07-21 10:56:14.370,58,-95.375,38400,7.3,0.111,0.043,62,60,,,,,-100.375,-101.937,,,,,38400,38400,,,,
9718,116.449661,39.805698,2017-07-21 10:56:14.750,58,-94.75,38400,7,0.111,0.043,62,60,,,,,-99.5,-101.687,,,,,38400,38400,,,,
9719,116.449661,39.805698,2017-07-21 10:56:14.953,58,-94.937,38400,6.6,0.111,0.043,62,60,59,,,,-100,-101.437,-108.312,,,,38400,38400,38400,,,
9720,116.449661,39.805698,2017-07-21 10:56:15.101,58,-94.937,38400,7.2,0.111,0.043,62,60,59,,,,-99.937,-101.437,-110.5,,,,38400,38400,38400,,,
9721,116.449661,39.805698,2017-07-21 10:56:15.462,58,-95.125,38400,7.4,0.111,0.043,62,60,,,,,-99.625,-101.25,,,,,38400,38400,,,,
9722,116.449661,39.805698,2017-07-21 10:56:15.861,58,-95.25,38400,7.7,0.111,0.001,62,60,61,310,,,-99.937,-101.687,-103.875,-105.125,,,38400,38400,38400,38400,,
9723,116.449661,39.805698,2017-07-21 10:56:16.266,58,-94.687,38400,7.2,0.032,0.001,62,60,61,310,,,-100.187,-101.5,-103,-104.5,,,38400,38400,38400,38400,,
9724,116.449661,39.805698,2017-07-21 10:56:16.679,58,-94.187,38400,7,0.032,0.001,62,60,310,,,,-100.625,-102.25,-105.812,,,,38400,38400,38400,,,
9725,116.449661,39.805698,2017-07-21 10:56:17.050,58,-94.562,38400,6.5,0.009,0.001,355,134,354,209,,,-80.25,-88.437,-88.562,-94.062,,,1650,1650,1650,1650,,
9726,116.449661,39.805698,2017-07-21 10:56:17.463,58,-94.187,38400,6.8,0.009,0.005,62,60,,,,,-98.75,-102.187,,,,,38400,38400,,,,
9727,116.449661,39.805698,2017-07-21 10:56:17.898,58,-94.687,38400,7.4,0.009,0.005,170,4,129,,,,-109.875,-118.875,-119,,,,38950,38950,38950,,,
9728,116.449661,39.805698,2017-07-21 10:56:18.251,58,-94.812,38400,8,0.64,0.005,62,60,61,,,,-99.812,-102.25,-106.75,,,,38400,38400,38400,,,
9729,116.449661,39.805698,2017-07-21 10:56:18.257,58,-95.062,38400,6.5,0.64,0.077,62,60,61,,,,-100.187,-102.812,-105.437,,,,38400,38400,38400,,,
9730,116.449661,39.805698,2017-07-21 10:56:18.666,58,-94.562,38400,6.9,0.64,0.077,62,60,61,,,,-99.25,-102.437,-103.5,,,,38400,38400,38400,,,
9731,116.449661,39.805698,2017-07-21 10:56:19.141,58,-94.375,38400,8.7,0.64,0.077,62,60,61,,,,-99.125,-102.062,-104.312,,,,38400,38400,38400,,,
9732,116.449661,39.805698,2017-07-21 10:56:19.195,58,-94.125,38400,8.2,0.64,0.077,62,60,61,,,,-99.375,-101.687,-103.437,,,,38400,38400,38400,,,
9733,116.449661,39.805698,2017-07-21 10:56:19.546,58,-94.312,38400,7.7,0.64,0.077,62,60,61,,,,-99.125,-101.75,-102.187,,,,38400,38400,38400,,,
9734,116.449661,39.805698,2017-07-21 10:56:19.945,58,-95.187,38400,6.8,0.64,0.077,62,60,61,,,,-98.812,-102.25,-102.437,,,,38400,38400,38400,,,
9735,116.449661,39.805698,2017-07-21 10:56:20.370,58,-94.812,38400,7.8,0.162,0.077,62,60,61,,,,-98.5,-101.687,-105.375,,,,38400,38400,38400,,,
9736,116.449661,39.805698,2017-07-21 10:56:20.782,58,-94.687,38400,7.8,0.162,0.004,62,60,61,,,,-97.562,-103.625,-104.875,,,,38400,38400,38400,,,
9737,116.449661,39.805698,2017-07-21 10:56:21.194,58,-94.875,38400,7.1,0.162,0.004,62,61,60,,,,-97.937,-101.812,-103.25,,,,38400,38400,38400,,,
9738,116.449661,39.805698,2017-07-21 10:56:21.605,58,-94.75,38400,7.9,0.162,0.004,62,61,60,,,,-97.875,-101.187,-102.375,,,,38400,38400,38400,,,
9739,116.449661,39.805698,2017-07-21 10:56:21.982,58,-94.937,38400,7.2,0.022,0.001,62,61,60,59,,,-98.25,-102.5,-102.812,-106.375,,,38400,38400,38400,38400,,
9740,116.449661,39.805698,2017-07-21 10:56:22.363,58,-95,38400,7.1,0.022,0.001,62,60,61,,,,-99.375,-102.5,-104.187,,,,38400,38400,38400,,,
9741,116.449677,39.805698,2017-07-21 10:56:22.846,58,-95.437,38400,6.1,0.022,0.07,62,60,,,,,-98.375,-101.312,,,,,38400,38400,,,,
9742,116.449677,39.805698,2017-07-21 10:56:22.849,58,-95.312,38400,7.1,0.022,0.07,62,60,,,,,-98.937,-102.375,,,,,38400,38400,,,,
9743,116.449677,39.805698,2017-07-21 10:56:23.274,58,-95.375,38400,7.6,0.022,0.07,62,61,60,310,,,-97.687,-100.75,-101.5,-106.437,,,38400,38400,38400,38400,,
9744,116.449677,39.805698,2017-07-21 10:56:23.548,58,-94.875,38400,7.6,0.022,0.07,58,59,25,,,,-106.375,-107.062,-108.5,,,,38098,38098,38098,,,
9745,116.449677,39.805698,2017-07-21 10:56:23.694,58,-94.875,38400,7.6,0.022,0.07,62,61,60,,,,-100,-103,-104,,,,38400,38400,38400,,,
9746,116.449677,39.805698,2017-07-21 10:56:24.066,58,-95.125,38400,6,0.022,0.07,61,62,60,,,,-100.5,-100.937,-102.687,,,,38400,38400,38400,,,
9747,116.449677,39.805698,2017-07-21 10:56:24.450,58,-94.937,38400,8.2,0.022,0.07,61,60,,,,,-101.5,-102.5,,,,,38400,38400,,,,
9748,116.449677,39.805698,2017-07-21 10:56:24.806,58,-95.25,38400,7.5,0.022,0.004,60,61,,,,,-101.562,-103.187,,,,,38400,38400,,,,
9749,116.449677,39.805698,2017-07-21 10:56:25.317,58,-95.625,38400,6.8,0.21,0.004,62,60,61,310,,,-100.562,-102.812,-103.437,-104.25,,,38400,38400,38400,38400,,
9750,116.449677,39.805698,2017-07-21 10:56:25.737,58,-95.062,38400,7.7,0.21,0,62,61,60,,,,-99.437,-102.187,-104.562,,,,38400,38400,38400,,,
9751,116.449677,39.805698,2017-07-21 10:56:26.125,58,-95.812,38400,5.3,0.21,0,62,60,61,,,,-100.5,-101.375,-102.75,,,,38400,38400,38400,,,
9752,116.449677,39.805698,2017-07-21 10:56:26.498,58,-95.75,38400,6.4,0.427,0,62,61,60,,,,-100.875,-102.125,-102.375,,,,38400,38400,38400,,,
9753,116.449677,39.805698,2017-07-21 10:56:26.859,58,-95.562,38400,6.7,0.427,0.158,143,142,275,,,,-97.437,-103.875,-105.812,,,,1825,1825,1825,,,
9754,116.449677,39.805698,2017-07-21 10:56:27.259,58,-95.875,38400,6.8,0.427,0.158,62,60,,,,,-99.75,-102.187,,,,,38400,38400,,,,
9755,116.449677,39.805698,2017-07-21 10:56:27.265,58,-95.875,38400,6.8,0.427,0.158,62,60,,,,,-100.25,-102,,,,,38400,38400,,,,
9756,116.449677,39.805698,2017-07-21 10:56:27.620,58,-95.562,38400,7.3,6.1,0.301,62,60,59,,,,-100.875,-103.125,-104.875,,,,38400,38400,38400,,,
9757,116.449677,39.805698,2017-07-21 10:56:27.982,58,-95.562,38400,7.1,6.1,0.301,62,60,61,,,,-99.875,-103.312,-104.5,,,,38400,38400,38400,,,
9758,116.449677,39.805698,2017-07-21 10:56:28.161,58,-95.25,38400,7.9,6.1,0.301,,,,,,,,,,,,,,,,,,
9759,116.449677,39.805698,2017-07-21 10:56:28.338,58,-95.25,38400,7.9,6.1,0.301,62,60,61,,,,-100.125,-102.5,-105.062,,,,38400,38400,38400,,,
9760,116.449677,39.805698,2017-07-21 10:56:28.690,58,-95.312,38400,7.5,6.1,0.301,62,60,59,,,,-101,-102.187,-106.812,,,,38400,38400,38400,,,
9761,116.449677,39.805698,2017-07-21 10:56:29.018,58,-95.125,38400,6.3,6.1,0.301,62,60,61,59,,,-101,-101.375,-103.375,-107.125,,,38400,38400,38400,38400,,
9762,116.449677,39.805698,2017-07-21 10:56:29.198,58,-95.125,38400,6.3,6.1,0.301,60,62,61,59,,,-100.5,-101.187,-104.062,-114.312,,,38400,38400,38400,38400,,
9763,116.449677,39.805698,2017-07-21 10:56:29.554,58,-95.437,38400,6.5,6.1,0.301,62,60,59,,,,-102.125,-102.375,-104.187,,,,38400,38400,38400,,,
9764,116.449677,39.805698,2017-07-21 10:56:29.986,58,-95.625,38400,5.8,6.1,0.301,62,60,,,,,-101.125,-101.812,,,,,38400,38400,,,,
9765,116.449677,39.805698,2017-07-21 10:56:30.418,58,-95.437,38400,5.9,6.1,0.006,62,60,,,,,-101,-102.375,,,,,38400,38400,,,,
9766,116.449677,39.805698,2017-07-21 10:56:30.773,58,-95.062,38400,1.7,0.414,0.006,62,60,61,59,,,-99.812,-101.937,-102,-108.75,,,38400,38400,38400,38400,,
9767,116.449677,39.805698,2017-07-21 10:56:31.229,58,-95.125,38400,8,0.414,0.006,62,61,60,59,,,-99.687,-103.437,-104.187,-114.625,,,38400,38400,38400,38400,,
9768,116.449677,39.805698,2017-07-21 10:56:31.614,58,-95.375,38400,7.3,0.414,0.006,62,60,59,,,,-99.625,-101.5,-108.25,,,,38400,38400,38400,,,
9769,116.449677,39.805698,2017-07-21 10:56:32.053,58,-95.437,38400,6.8,0.414,0.005,143,142,275,,,,-94.437,-100.437,-104.187,,,,1825,1825,1825,,,
9770,116.449677,39.805698,2017-07-21 10:56:32.462,58,-95.5,38400,7.6,0.414,0.005,62,60,310,,,,-99.812,-102,-104.812,,,,38400,38400,38400,,,
9771,116.449677,39.805698,2017-07-21 10:56:32.881,58,-95.687,38400,7.4,0.414,0.005,355,354,134,132,,,-80.75,-86.5,-86.875,-104.125,,,1650,1650,1650,1650,,
9772,116.449677,39.805698,2017-07-21 10:56:33.233,58,-95.812,38400,6.3,0.414,0.005,62,60,61,59,,,-99.562,-102.5,-103.75,-109.875,,,38400,38400,38400,38400,,
9773,116.449677,39.805698,2017-07-21 10:56:33.595,58,-95.687,38400,6.6,0.414,0.005,62,60,61,59,,,-99.812,-101.687,-102.25,-107.562,,,38400,38400,38400,38400,,
