No.,Longitude,Latitude,TIME,Serving PCI,Serving RSRP,Serving DL EARFCN,PCC SINR,PDCP Throughput DL,PDCP Throughput UL,0st PCI in Detected Cells,1st PCI in Detected Cells,2st PCI in Detected Cells,3st PCI in Detected Cells,4st PCI in Detected Cells,5st PCI in Detected Cells,0st RSRP in Detected Cells,1st RSRP in Detected Cells,2st RSRP in Detected Cells,3st RSRP in Detected Cells,4st RSRP in Detected Cells,5st RSRP in Detected Cells,0st EARFCN in Detected Cells,1st EARFCN in Detected Cells,2st EARFCN in Detected Cells,3st EARFCN in Detected Cells,4st EARFCN in Detected Cells,5st EARFCN in Detected Cells
14104,116.445702,39.796124,2017-07-21 11:20:47.354,31,-89,37900,14.399,0,0,30,32,3,,,,-98.312,-101.25,-103,,,,37900,37900,37900,,,
14105,116.445702,39.796124,2017-07-21 11:20:47.458,31,-89,37900,14.399,0,0,30,32,3,,,,-98.062,-101.125,-101.875,,,,37900,37900,37900,,,
14106,116.445686,39.796124,2017-07-21 11:20:47.839,31,-88.875,37900,14.7,0.399,0.044,30,32,317,3,,,-94.937,-98.5,-104,-104.375,,,37900,37900,37900,37900,,
14107,116.445686,39.796124,2017-07-21 11:20:48.264,31,-90.187,37900,11.5,0.399,0.044,30,32,317,3,,,-98.375,-100.437,-100.562,-102.75,,,37900,37900,37900,37900,,
14108,116.445686,39.796124,2017-07-21 11:20:48.397,31,-91.25,37900,11.4,0.399,0.044,30,32,317,3,,,-98.187,-100,-102,-102.125,,,37900,37900,37900,37900,,
14109,116.445686,39.796124,2017-07-21 11:20:48.645,31,-91.437,37900,13.1,0.399,0.044,177,36,43,,,,-94.187,-97.875,-106.875,,,,1650,1650,1650,,,
14110,116.445686,39.796124,2017-07-21 11:20:48.996,31,-90.312,37900,15.1,0.399,0.044,353,,,,,,-128.062,,,,,,38950,,,,,
14111,116.445686,39.796124,2017-07-21 11:20:49.385,31,-90.062,37900,11.7,0.399,0.044,30,32,317,,,,-99.25,-99.812,-104.625,,,,37900,37900,37900,,,
14112,116.445686,39.796124,2017-07-21 11:20:49.410,31,-91.125,37900,10.7,0.399,0.044,31,138,,,,,-82.812,-95.5,,,,,38400,38400,,,,
14113,116.445686,39.796124,2017-07-21 11:20:49.802,31,-91.687,37900,14.7,0.399,0.044,30,32,317,,,,-98.125,-101.625,-107.187,,,,37900,37900,37900,,,
14114,116.445686,39.796124,2017-07-21 11:20:50.193,31,-91.375,37900,10.1,0.399,0.044,30,32,317,,,,-98.937,-104.25,-105.437,,,,37900,37900,37900,,,
14115,116.445686,39.796124,2017-07-21 11:20:50.554,31,-92.062,37900,8.3,0.019,0.006,30,32,317,,,,-98.875,-101.125,-105.937,,,,37900,37900,37900,,,
14116,116.445686,39.796124,2017-07-21 11:20:50.990,31,-91.375,37900,8.3,0.019,0.006,30,32,,,,,-93.812,-101.125,,,,,37900,37900,,,,
14117,116.445686,39.796124,2017-07-21 11:20:51.349,31,-90.5,37900,12.1,0.019,0.006,30,32,317,,,,-100.062,-100.937,-104.062,,,,37900,37900,37900,,,
14118,116.445686,39.796124,2017-07-21 11:20:51.720,31,-89,37900,12.399,0.019,0.006,30,32,317,,,,-95.187,-101.125,-102.125,,,,37900,37900,37900,,,
14119,116.445686,39.796124,2017-07-21 11:20:52.143,31,-90.937,37900,9.1,0.025,0.009,30,317,32,,,,-97.562,-99.562,-102.937,,,,37900,37900,37900,,,
14120,116.445686,39.796124,2017-07-21 11:20:52.538,31,-91.562,37900,0.7,0.025,0.009,30,317,32,,,,-93.062,-98.75,-111.375,,,,37900,37900,37900,,,
14121,116.445686,39.796124,2017-07-21 11:20:52.569,31,-90.687,37900,12.899,0.025,0.009,30,317,32,,,,-92.5,-100.375,-104.625,,,,37900,37900,37900,,,
14122,116.445686,39.796124,2017-07-21 11:20:53.065,31,-91.5,37900,8.7,0.025,0.009,30,317,,,,,-92.125,-111.062,,,,,37900,37900,,,,
14123,116.445686,39.796124,2017-07-21 11:20:53.482,31,-91.5,37900,9.5,0.025,0.009,30,3,32,317,,,-94.562,-102.312,-102.687,-104.375,,,37900,37900,37900,37900,,
14124,116.445686,39.796124,2017-07-21 11:20:53.543,31,-92,37900,8.9,0.025,0.009,353,,,,,,-129.562,,,,,,38950,,,,,
14125,116.445686,39.796124,2017-07-21 11:20:53.902,31,-91.687,37900,6,0.451,0.009,30,32,317,,,,-97.375,-102.5,-103.062,,,,37900,37900,37900,,,
14126,116.445686,39.796124,2017-07-21 11:20:54.253,31,-93.125,37900,12.899,0.451,0.009,30,32,317,,,,-99.25,-106.125,-112.5,,,,37900,37900,37900,,,
14127,116.445686,39.796124,2017-07-21 11:20:54.694,31,-91.812,37900,10.3,0.451,0.009,30,317,32,,,,-101.312,-102.125,-104.187,,,,37900,37900,37900,,,
14128,116.445686,39.796124,2017-07-21 11:20:55.142,31,-90.875,37900,9.8,0.003,0.021,30,317,358,,,,-99.125,-104.562,-112.75,,,,37900,37900,37900,,,
14129,116.445686,39.796124,2017-07-21 11:20:55.522,31,-91,37900,8.9,0.003,0.021,30,32,317,358,,,-99.875,-104,-112.125,-112.125,,,37900,37900,37900,37900,,
14130,116.445686,39.796124,2017-07-21 11:20:55.953,31,-90.562,37900,7.5,0.003,0.021,32,30,317,358,,,-101.312,-102.687,-109.125,-113.062,,,37900,37900,37900,37900,,
14131,116.445686,39.796124,2017-07-21 11:20:56.306,31,-92.312,37900,10.3,0.027,0.007,30,3,317,,,,-99.75,-102.5,-102.625,,,,37900,37900,37900,,,
14132,116.445686,39.796124,2017-07-21 11:20:56.657,31,-92.687,37900,8.1,0.027,0.007,31,,,,,,-84.625,,,,,,38400,,,,,
14133,116.445686,39.796124,2017-07-21 11:20:56.976,31,-92.937,37900,11.6,0.027,0.007,31,30,32,,,,-91.812,-97,-102.125,,,,38098,38098,38098,,,
14134,116.445686,39.796124,2017-07-21 11:20:57.105,31,-92.25,37900,9.5,0.027,0.007,31,30,32,,,,-91.812,-97,-102.125,,,,38098,38098,38098,,,
14135,116.445686,39.796124,2017-07-21 11:20:57.589,31,-91.562,37900,9.8,0.027,0.007,317,30,32,,,,-96.25,-97.375,-106.75,,,,37900,37900,37900,,,
14136,116.445686,39.796124,2017-07-21 11:20:57.998,31,-92.5,37900,7.6,0.027,0.007,30,317,,,,,-96.062,-96.437,,,,,37900,37900,,,,
14137,116.445686,39.796124,2017-07-21 11:20:58.014,31,-92.625,37900,10.5,0.027,0.007,30,317,,,,,-94.375,-96.187,,,,,37900,37900,,,,
14138,116.445686,39.796124,2017-07-21 11:20:58.418,31,-92.062,37900,12.6,0.027,0.007,30,317,,,,,-98.562,-100.375,,,,,37900,37900,,,,
14139,116.445686,39.796124,2017-07-21 11:20:58.826,31,-91.75,37900,8.9,0.027,0.025,30,32,317,,,,-99.437,-101.687,-105.562,,,,37900,37900,37900,,,
14140,116.445686,39.796124,2017-07-21 11:20:59.186,31,-92.875,37900,6.8,0.027,0.025,30,317,32,,,,-101.062,-101.812,-102.687,,,,37900,37900,37900,,,
14141,116.445686,39.796124,2017-07-21 11:20:59.641,31,-93.437,37900,6.6,0.208,0.025,30,32,317,,,,-100.875,-102.875,-104.5,,,,37900,37900,37900,,,
14142,116.445686,39.796124,2017-07-21 11:21:00.050,31,-91.75,37900,9.3,0.208,0.025,30,32,317,,,,-98.625,-100.437,-102.812,,,,37900,37900,37900,,,
14143,116.445686,39.796124,2017-07-21 11:21:00.463,31,-91.5,37900,8.9,0.208,0.025,30,317,,,,,-98.125,-101.375,,,,,37900,37900,,,,
14144,116.445686,39.796124,2017-07-21 11:21:01.138,31,-91.437,37900,12.8,0.208,0.025,30,32,317,,,,-98.312,-100.625,-102.875,,,,37900,37900,37900,,,
14145,116.445686,39.796124,2017-07-21 11:21:01.493,31,-92.562,37900,8,0.928,0.065,30,32,317,,,,-99.937,-100.937,-104.375,,,,37900,37900,37900,,,
14146,116.445686,39.796124,2017-07-21 11:21:01.518,31,-92.812,37900,10.2,0.928,0.065,30,32,,,,,-100.187,-100.875,,,,,37900,37900,,,,
14147,116.445686,39.796124,2017-07-21 11:21:01.903,31,-91.812,37900,12.1,6.459,0.318,30,317,32,,,,-98.437,-103.25,-103.312,,,,37900,37900,37900,,,
14148,116.445686,39.796124,2017-07-21 11:21:02.301,31,-91.312,37900,1.4,6.459,0.318,30,3,32,317,,,-98.187,-102.75,-105.375,-113.437,,,37900,37900,37900,37900,,
14149,116.445686,39.796124,2017-07-21 11:21:02.512,31,-91.75,37900,8.3,6.459,0.318,30,317,32,,,,-99.187,-103.437,-103.875,,,,37900,37900,37900,,,
14150,116.445686,39.796124,2017-07-21 11:21:02.715,31,-91.312,37900,0.9,6.459,0.318,30,32,317,,,,-100.687,-104.312,-112.687,,,,37900,37900,37900,,,
14151,116.445686,39.796124,2017-07-21 11:21:03.121,31,-90.625,37900,8.3,6.459,0.318,30,32,3,,,,-100.312,-101.562,-102.625,,,,37900,37900,37900,,,
14152,116.445686,39.796124,2017-07-21 11:21:03.330,31,-88.687,37900,15.2,6.459,0.318,32,,,,,,-105.375,,,,,,37900,,,,,
14153,116.445686,39.796124,2017-07-21 11:21:03.499,31,-88.687,37900,15.2,6.459,0.318,32,,,,,,-108.062,,,,,,37900,,,,,
14154,116.445686,39.796124,2017-07-21 11:21:03.867,31,-89.875,37900,13.7,6.459,0.318,30,32,,,,,-100.312,-113,,,,,37900,37900,,,,
14155,116.445686,39.796124,2017-07-21 11:21:04.285,31,-91.312,37900,10.1,6.459,0.318,30,3,317,,,,-98.125,-101.25,-103.687,,,,37900,37900,37900,,,
14156,116.445702,39.796124,2017-07-21 11:21:04.754,31,-91.437,37900,8.9,6.459,0.004,30,317,32,,,,-100.312,-101.375,-113.75,,,,37900,37900,37900,,,
14157,116.445702,39.796124,2017-07-21 11:21:05.163,31,-90.437,37900,10.2,0.023,0.004,30,317,3,32,,,-97.687,-100,-101.75,-106.125,,,37900,37900,37900,37900,,
14158,116.445702,39.796124,2017-07-21 11:21:05.526,31,-90.125,37900,10.3,0.023,0.006,30,317,32,,,,-96.625,-102.437,-107.687,,,,37900,37900,37900,,,
14159,116.445702,39.796124,2017-07-21 11:21:05.994,31,-90.062,37900,8.3,0.023,0.006,30,317,32,,,,-98.937,-105.562,-113.812,,,,37900,37900,37900,,,
14160,116.445702,39.796124,2017-07-21 11:21:06.378,31,-90.75,37900,11.7,0.023,0.006,30,3,317,32,,,-100.187,-100.937,-101.937,-107.875,,,37900,37900,37900,37900,,
14161,116.445702,39.796124,2017-07-21 11:21:06.826,31,-90.062,37900,6.3,0.023,0.006,30,317,3,32,,,-98.187,-103.062,-104.25,-111.062,,,37900,37900,37900,37900,,
14162,116.445702,39.796124,2017-07-21 11:21:07.226,31,-90.625,37900,2.4,0.023,0.006,30,317,32,,,,-97.125,-105.937,-108.75,,,,37900,37900,37900,,,
14163,116.445702,39.796124,2017-07-21 11:21:07.630,31,-91.125,37900,4.8,0.023,0,30,3,32,317,,,-97.062,-101.75,-103.75,-111.312,,,37900,37900,37900,37900,,
14164,116.445702,39.796124,2017-07-21 11:21:08.014,31,-91.062,37900,3.3,0.023,0,30,3,317,32,,,-96.437,-102.562,-106.312,-111.937,,,37900,37900,37900,37900,,
14165,116.445702,39.796124,2017-07-21 11:21:08.453,31,-92,37900,9,0.023,0,30,317,32,,,,-97.5,-103.812,-112.687,,,,37900,37900,37900,,,
14166,116.445702,39.796124,2017-07-21 11:21:08.858,31,-91.937,37900,10,0.023,0,30,32,,,,,-97.937,-111.312,,,,,37900,37900,,,,
14167,116.445702,39.796124,2017-07-21 11:21:09.257,31,-91.937,37900,9,0.023,0,30,32,,,,,-97.25,-102.25,,,,,37900,37900,,,,
14168,116.445702,39.796124,2017-07-21 11:21:09.652,31,-91.187,37900,8.9,0.023,0,30,32,,,,,-97.75,-102.687,,,,,37900,37900,,,,
14169,116.445702,39.796124,2017-07-21 11:21:10.065,31,-91.25,37900,7.8,0.086,0.017,,,,,,,,,,,,,,,,,,
14170,116.445702,39.796124,2017-07-21 11:21:10.426,31,-90.875,37900,8.3,0.086,0.017,30,317,32,,,,-96.937,-102.187,-107.125,,,,37900,37900,37900,,,
14171,116.445702,39.796124,2017-07-21 11:21:10.529,31,-90.312,37900,5.4,0.086,0.017,353,,,,,,-123.812,,,,,,38950,,,,,
14172,116.445702,39.796124,2017-07-21 11:21:10.810,31,-90.437,37900,9,0.097,0.015,30,317,,,,,-99.75,-103.687,,,,,37900,37900,,,,
14173,116.445702,39.796124,2017-07-21 11:21:11.243,31,-90.812,37900,14.3,0.097,0.015,30,317,32,,,,-97.812,-104.125,-107.187,,,,37900,37900,37900,,,
14174,116.445702,39.796124,2017-07-21 11:21:11.594,31,-90.687,37900,14,0.097,0.015,30,317,32,,,,-97.187,-103.75,-112.75,,,,37900,37900,37900,,,
14175,116.445702,39.796124,2017-07-21 11:21:11.596,31,-90.687,37900,14,0.097,0.015,30,317,32,,,,-97.375,-103.687,-107,,,,37900,37900,37900,,,
14176,116.445702,39.796124,2017-07-21 11:21:11.958,31,-90.75,37900,14.2,0.097,0.015,30,32,317,,,,-97.437,-105.437,-105.875,,,,37900,37900,37900,,,
14177,116.445702,39.796124,2017-07-21 11:21:12.342,31,-90.5,37900,13.7,0.097,0.015,30,32,317,,,,-96.812,-104.812,-109,,,,37900,37900,37900,,,
14178,116.445702,39.796124,2017-07-21 11:21:12.358,31,-90.562,37900,13.6,0.097,0.013,36,279,43,,,,-96.375,-97.187,-99.562,,,,1650,1650,1650,,,
14179,116.445702,39.796127,2017-07-21 11:21:12.710,31,-90.375,37900,12.1,0.097,0.013,30,32,317,,,,-96,-104.125,-109.937,,,,37900,37900,37900,,,
14180,116.445702,39.796127,2017-07-21 11:21:13.078,31,-90.687,37900,4.6,0.097,0.013,30,32,,,,,-96.437,-102.437,,,,,37900,37900,,,,
14181,116.445702,39.796127,2017-07-21 11:21:13.493,31,-90.875,37900,8.4,0.097,0.013,30,32,317,,,,-95,-101,-104,,,,37900,37900,37900,,,
14182,116.445702,39.796127,2017-07-21 11:21:13.926,31,-90.25,37900,7.6,0.034,0.003,30,32,317,,,,-95.812,-106.875,-113.062,,,,37900,37900,37900,,,
14183,116.445702,39.796127,2017-07-21 11:21:14.371,31,-90.375,37900,5.7,0.034,0.003,30,32,,,,,-95.062,-105.312,,,,,37900,37900,,,,
14184,116.445702,39.796127,2017-07-21 11:21:14.722,31,-90.937,37900,8.4,0.034,0.003,30,317,32,,,,-95.437,-105.75,-106.437,,,,37900,37900,37900,,,
14185,116.445702,39.796127,2017-07-21 11:21:15.078,31,-90.937,37900,4.6,0.034,0,30,317,32,,,,-94.812,-103.375,-104.5,,,,37900,37900,37900,,,
14186,116.445702,39.796127,2017-07-21 11:21:15.489,31,-90.562,37900,10,0.427,0,30,32,317,,,,-95.062,-103.562,-104.75,,,,37900,37900,37900,,,
14187,116.445702,39.796127,2017-07-21 11:21:15.647,31,-90.75,37900,11.8,0.427,0,30,32,3,317,,,-94.687,-103.5,-103.687,-104.875,,,37900,37900,37900,37900,,
14188,116.445702,39.796127,2017-07-21 11:21:15.850,31,-90.437,37900,14.399,0.427,0.075,30,3,32,317,,,-94.75,-102.687,-103.25,-104.812,,,37900,37900,37900,37900,,
14189,116.445702,39.796127,2017-07-21 11:21:16.225,31,-90.312,37900,14.6,0.427,0.075,30,32,317,,,,-95.062,-101.062,-103.125,,,,37900,37900,37900,,,
14190,116.445702,39.796127,2017-07-21 11:21:16.626,31,-90.562,37900,14,0.427,0.075,30,32,317,,,,-94.25,-102.062,-103.812,,,,37900,37900,37900,,,
14191,116.445702,39.796127,2017-07-21 11:21:16.740,31,-90.187,37900,8.7,0.217,0.075,30,32,317,,,,-94.125,-102.125,-106,,,,37900,37900,37900,,,
14192,116.445702,39.796127,2017-07-21 11:21:17.042,31,-90.375,37900,11.7,0.217,0.075,30,3,32,317,,,-93.625,-103.125,-103.562,-105.375,,,37900,37900,37900,37900,,
14193,116.445702,39.796127,2017-07-21 11:21:17.461,31,-90.187,37900,10.4,0.217,0.001,30,32,317,,,,-94.75,-102.187,-113.062,,,,37900,37900,37900,,,
14194,116.445702,39.796124,2017-07-21 11:21:17.885,31,-90.5,37900,7.7,0.217,0.001,30,32,317,,,,-95.062,-103.312,-113.312,,,,37900,37900,37900,,,
14195,116.445702,39.796124,2017-07-21 11:21:18.263,31,-90.812,37900,13.1,0.217,0.001,30,3,32,,,,-94.187,-103.625,-105,,,,37900,37900,37900,,,
14196,116.445702,39.796124,2017-07-21 11:21:18.702,31,-90.437,37900,11.3,0.003,0.009,30,32,317,,,,-95.187,-101.75,-105.625,,,,37900,37900,37900,,,
14197,116.445702,39.796124,2017-07-21 11:21:19.113,31,-90.25,37900,10.4,0.003,0.009,30,3,32,317,,,-95.187,-103.125,-103.937,-106.312,,,37900,37900,37900,37900,,
14198,116.445702,39.796124,2017-07-21 11:21:19.510,31,-89.25,37900,13,0.008,0.003,30,317,32,3,,,-94.937,-102.812,-105.5,-111.75,,,37900,37900,37900,37900,,
14199,116.445702,39.796124,2017-07-21 11:21:19.906,31,-87.75,37900,17.4,0.008,0.003,30,317,32,,,,-93.687,-102.812,-103.062,,,,37900,37900,37900,,,
14200,116.445702,39.796124,2017-07-21 11:21:20.261,31,-89.937,37900,8.6,0.008,0.003,30,3,32,317,,,-94.062,-102.437,-103.5,-111.75,,,37900,37900,37900,37900,,
14201,116.445702,39.796124,2017-07-21 11:21:20.332,31,-89.937,37900,8.6,0.655,0.064,30,32,3,317,,,-94.812,-103.312,-106.5,-109.5,,,37900,37900,37900,37900,,
14202,116.445702,39.796124,2017-07-21 11:21:20.742,31,-90.312,37900,12.3,0.655,0.064,30,32,317,3,,,-94.687,-101.687,-104.125,-113.312,,,37900,37900,37900,37900,,
14203,116.445702,39.796124,2017-07-21 11:21:21.098,31,-89.875,37900,16.1,0.655,0.064,30,317,32,,,,-93.625,-104,-105.125,,,,37900,37900,37900,,,
14204,116.445702,39.796124,2017-07-21 11:21:21.361,31,-89.25,37900,12,0.655,0.064,30,317,32,3,,,-93.875,-102.687,-103.125,-103.125,,,37900,37900,37900,37900,,
14205,116.445702,39.796124,2017-07-21 11:21:21.570,31,-89.375,37900,2.6,0.655,0.064,30,32,317,3,,,-94.5,-100.375,-103.312,-103.375,,,37900,37900,37900,37900,,
14206,116.445702,39.796124,2017-07-21 11:21:21.929,31,-89.375,37900,11.6,0.655,0.064,205,279,36,177,,,-88.375,-94.875,-97.187,-97.375,,,1650,1650,1650,1650,,
14207,116.445702,39.796124,2017-07-21 11:21:22.283,31,-89.25,37900,15.399,0.655,0.064,30,32,3,,,,-94.812,-100.875,-102.312,,,,37900,37900,37900,,,
14208,116.445702,39.796124,2017-07-21 11:21:22.726,31,-89.312,37900,11.1,0.001,0.004,30,32,3,,,,-93.687,-100.812,-113.5,,,,37900,37900,37900,,,
14209,116.445702,39.796124,2017-07-21 11:21:23.086,31,-89.375,37900,11.1,0.001,0.004,30,32,3,358,,,-95,-98.625,-102.875,-112.937,,,37900,37900,37900,37900,,
14210,116.445702,39.796124,2017-07-21 11:21:23.437,31,-89.5,37900,12,0.001,0.004,30,32,317,3,,,-96,-96,-102.375,-103.187,,,37900,37900,37900,37900,,
14211,116.445702,39.796124,2017-07-21 11:21:23.833,31,-89.187,37900,12.3,0.302,0.011,30,32,317,3,,,-94.437,-96.437,-112.437,-112.812,,,37900,37900,37900,37900,,
14212,116.445702,39.796124,2017-07-21 11:21:24.203,31,-89.125,37900,12.399,0.302,0.011,30,32,317,,,,-96.187,-96.25,-108.687,,,,37900,37900,37900,,,
14213,116.445702,39.796124,2017-07-21 11:21:24.567,31,-89.25,37900,14.5,0.302,0.011,30,32,3,,,,-95.625,-96.187,-102.875,,,,37900,37900,37900,,,
14214,116.445702,39.796124,2017-07-21 11:21:24.658,31,-89,37900,11.1,0.302,0.011,,,,,,,,,,,,,,,,,,
14215,116.445702,39.796127,2017-07-21 11:21:25.030,31,-89.062,37900,14.6,7.464,0.44,30,32,3,,,,-95.75,-97.375,-105.812,,,,37900,37900,37900,,,
14216,116.445702,39.796127,2017-07-21 11:21:25.462,31,-88.625,37900,17,7.464,0.44,30,32,3,317,,,-94.375,-98.75,-101.812,-105,,,37900,37900,37900,37900,,
14217,116.445702,39.796127,2017-07-21 11:21:25.719,31,-88.812,37900,15.2,7.464,0.44,30,32,3,,,,-94.625,-99.312,-112.625,,,,37900,37900,37900,,,
14218,116.445702,39.796127,2017-07-21 11:21:25.866,31,-88.812,37900,15.2,7.464,0.44,30,32,3,,,,-94.25,-99.937,-112.437,,,,37900,37900,37900,,,
14219,116.445702,39.796127,2017-07-21 11:21:26.218,31,-89,37900,13.2,7.464,0.44,30,32,3,,,,-95.25,-98.812,-104,,,,37900,37900,37900,,,
14220,116.445702,39.796127,2017-07-21 11:21:26.570,31,-89,37900,15.5,7.464,0.44,30,32,3,317,,,-94.937,-99.812,-105.5,-106.25,,,37900,37900,37900,37900,,
14221,116.445702,39.796127,2017-07-21 11:21:27.014,31,-88.812,37900,11.4,7.464,0.44,30,317,3,,,,-94.937,-104.062,-111.75,,,,37900,37900,37900,,,
14222,116.445702,39.796127,2017-07-21 11:21:27.442,31,-88.875,37900,11.5,0.004,0.005,30,3,,,,,-94.562,-113.312,,,,,37900,37900,,,,
14223,116.445702,39.796127,2017-07-21 11:21:27.845,31,-89.562,37900,13.5,0.004,0.005,30,32,317,3,,,-96.187,-99.937,-104.875,-113.187,,,37900,37900,37900,37900,,
14224,116.445702,39.796127,2017-07-21 11:21:28.330,31,-89.062,37900,11.9,0.004,0.005,30,32,3,317,,,-98.312,-99.312,-101.25,-103.125,,,37900,37900,37900,37900,,
14225,116.445702,39.796127,2017-07-21 11:21:28.682,31,-88.625,37900,15.5,0.004,0.005,30,32,317,3,,,-94.25,-98.187,-104.375,-113.125,,,37900,37900,37900,37900,,
14226,116.445702,39.796127,2017-07-21 11:21:29.162,31,-88.75,37900,14.3,0.004,0.005,30,32,3,,,,-96.937,-98.25,-113.875,,,,37900,37900,37900,,,
14227,116.445702,39.796127,2017-07-21 11:21:29.530,31,-89.187,37900,16.4,0.004,0.005,30,32,3,,,,-97.687,-100.062,-104.687,,,,37900,37900,37900,,,
14228,116.445702,39.796127,2017-07-21 11:21:29.914,31,-88.937,37900,15,0.004,0.005,30,32,,,,,-98.062,-98.562,,,,,37900,37900,,,,
14229,116.445702,39.796127,2017-07-21 11:21:30.397,31,-88.75,37900,12,0.004,0.005,30,32,3,,,,-98.687,-100.5,-102.125,,,,37900,37900,37900,,,
14230,116.445702,39.796127,2017-07-21 11:21:30.774,31,-89.187,37900,13.2,0.004,0.005,30,32,3,,,,-96.625,-98.812,-103.812,,,,37900,37900,37900,,,
14231,116.445702,39.796127,2017-07-21 11:21:31.153,31,-88.937,37900,15.7,0.004,0.005,32,30,3,,,,-99,-101.125,-101.937,,,,37900,37900,37900,,,
14232,116.445702,39.796127,2017-07-21 11:21:31.629,31,-89.937,37900,10.7,0.004,0.005,30,32,3,317,,,-98.062,-99.562,-107.5,-107.562,,,37900,37900,37900,37900,,
14233,116.445702,39.796127,2017-07-21 11:21:32.014,31,-89.687,37900,12.7,0.004,0.005,30,317,3,32,,,-99.562,-101.937,-103.625,-104.25,,,37900,37900,37900,37900,,
14234,116.445702,39.796127,2017-07-21 11:21:32.451,31,-89,37900,11.1,0.004,0.005,30,3,,,,,-96.875,-112.5,,,,,37900,37900,,,,
14235,116.445702,39.796127,2017-07-21 11:21:32.802,31,-89,37900,12.5,0.004,0,30,3,,,,,-99.562,-102.937,,,,,37900,37900,,,,
14236,116.445702,39.796127,2017-07-21 11:21:33.190,31,-89.187,37900,10.3,0.004,0,30,3,32,317,,,-99.562,-100.875,-101.375,-104.375,,,37900,37900,37900,37900,,
14237,116.445702,39.796127,2017-07-21 11:21:33.578,31,-90.562,37900,15.399,0.065,0,30,32,3,317,,,-98.812,-100.937,-101.875,-105.437,,,37900,37900,37900,37900,,
14238,116.445702,39.796127,2017-07-21 11:21:34.018,31,-90.5,37900,8.5,0.065,0.055,30,32,3,,,,-99.125,-101.062,-102.875,,,,37900,37900,37900,,,
14239,116.445702,39.796127,2017-07-21 11:21:34.023,31,-90,37900,11.1,0.065,0.055,30,32,3,,,,-97.187,-102.875,-103.062,,,,37900,37900,37900,,,
14240,116.445702,39.796127,2017-07-21 11:21:34.369,31,-90,37900,10.9,0.065,0.055,30,32,3,,,,-99,-100.125,-102.812,,,,37900,37900,37900,,,
14241,116.445702,39.796127,2017-07-21 11:21:34.774,31,-89.937,37900,15.1,0.065,0.055,3,30,317,,,,-96.687,-97.5,-106.812,,,,37900,37900,37900,,,
14242,116.445702,39.796127,2017-07-21 11:21:35.095,31,-91.062,37900,15.7,0.156,0.019,,,,,,,,,,,,,,,,,,
14243,116.445702,39.796127,2017-07-21 11:21:35.265,31,-91.062,37900,15.7,0.156,0.019,30,317,,,,,-98.187,-111.437,,,,,37900,37900,,,,
14244,116.445702,39.796127,2017-07-21 11:21:35.616,31,-91.875,37900,10.3,0.156,0.019,30,32,317,3,,,-95.437,-102.125,-102.5,-111.437,,,37900,37900,37900,37900,,
14245,116.445702,39.796127,2017-07-21 11:21:35.974,31,-91.125,37900,11,0.156,0.019,30,32,317,,,,-97.687,-100.437,-105.437,,,,37900,37900,37900,,,
14246,116.445702,39.796127,2017-07-21 11:21:36.126,31,-93.125,37900,6.9,0.156,0.019,4,,,,,,-109.5,,,,,,1400,,,,,
14247,116.445702,39.796127,2017-07-21 11:21:36.325,31,-93.812,37900,13.6,0.156,0.019,30,32,317,3,,,-99.625,-101.187,-103.875,-105.062,,,37900,37900,37900,37900,,
14248,116.445671,39.796131,2017-07-21 11:21:36.882,31,-93.875,37900,12.899,0.156,0.019,30,32,3,317,,,-95.562,-100.562,-104.75,-106.312,,,37900,37900,37900,37900,,
14249,116.445671,39.796131,2017-07-21 11:21:37.254,31,-86.937,37900,13.399,0.004,0.003,30,317,32,3,,,-97,-103.062,-108.437,-108.812,,,37900,37900,37900,37900,,
14250,116.445671,39.796131,2017-07-21 11:21:37.690,31,-88.125,37900,14.5,0.004,0.003,30,3,,,,,-94.687,-111.062,,,,,37900,37900,,,,
14251,116.445625,39.796135,2017-07-21 11:21:38.072,31,-90.812,37900,10.5,0.005,0.001,30,317,358,3,,,-97.125,-103,-111.625,-111.687,,,37900,37900,37900,37900,,
14252,116.445625,39.796135,2017-07-21 11:21:38.482,31,-89,37900,15,0.005,0.001,30,317,32,3,,,-95.562,-97.875,-112,-112,,,37900,37900,37900,37900,,
14253,116.445587,39.7961389,2017-07-21 11:21:38.930,31,-87,37900,13.1,0.963,0.077,30,32,3,317,,,-99.062,-99.062,-101.5,-103.25,,,37900,37900,37900,37900,,
14254,116.445587,39.7961389,2017-07-21 11:21:39.110,31,-92.75,37900,6.2,0.963,0.077,30,3,32,317,,,-93.375,-96.25,-100.312,-104.375,,,37900,37900,37900,37900,,
14255,116.445587,39.7961389,2017-07-21 11:21:39.297,31,-92.75,37900,6.2,0.963,0.077,30,3,32,317,,,-92.875,-97.5,-97.812,-103.687,,,37900,37900,37900,37900,,
14256,116.445587,39.7961389,2017-07-21 11:21:39.769,31,-95.5,37900,4.3,0.963,0.077,353,206,205,,,,-123.625,-127.187,-127.187,,,,38950,38950,38950,,,
14257,116.445526,39.796146,2017-07-21 11:21:39.972,31,-90.062,37900,14.899,0.963,0.077,31,,,,,,-89.125,,,,,,38400,,,,,
14258,116.445526,39.796146,2017-07-21 11:21:40.229,31,-89.437,37900,14.1,0.963,0.077,31,32,317,,,,-91.125,-94.437,-94.437,,,,38400,38400,38400,,,
